Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Untitled,Alberto Giacometti,2141,"(Swiss, 1901–1966)",(Swiss),(1901),(1966),(male),1952,Ink on paper,"sight sheet  19 3/4 x 12 7/8"" (50.2 x 33.1 cm)",Gift of Alexander Liberman,351.1991.a-b,Drawing,Drawings & Prints,1991-12-04,Y,36478,https://www.moma.org/collection/works/36478,https://www.moma.org/media/W1siZiIsIjQyMzQyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=615b168debdfca25,,,,,50.2,,,33.1,,
Untitled,Alberto Giacometti,2141,"(Swiss, 1901–1966)",(Swiss),(1901),(1966),(male),1951,Pencil on paper,"20 x 13 3/8"" (50.8 x 34 cm)",Gift of Alexander Liberman,352.1991,Drawing,Drawings & Prints,1991-12-04,Y,36480,https://www.moma.org/collection/works/36480,https://www.moma.org/media/W1siZiIsIjQyMzQyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e0f5ad3a964b9c3a,,,,,50.8,,,34.0,,
Untitled,Alberto Giacometti,2141,"(Swiss, 1901–1966)",(Swiss),(1901),(1966),(male),1949,Sepia and black ink on paper,"26 3/4 x 20 1/8"" (68 x 51.3 cm)",Gift of Alexander Liberman,353.1991.a-b,Drawing,Drawings & Prints,1991-12-04,Y,36483,https://www.moma.org/collection/works/36483,https://www.moma.org/media/W1siZiIsIjM4MTc4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b8008c6cc583a75a,,,,,68.0,,,51.3,,
Untitled,Alberto Giacometti,2141,"(Swiss, 1901–1966)",(Swiss),(1901),(1966),(male),1951,Pencil on paper,"25 3/4 x 19 3/4"" (65.4 x 50.3 cm)",Gift of Alexander Liberman,354.1991,Drawing,Drawings & Prints,1991-12-04,Y,36486,https://www.moma.org/collection/works/36486,https://www.moma.org/media/W1siZiIsIjEyMzI0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7ef4601d3f7b0590,,,,,65.4,,,50.3,,
Man Reading a Book,Alberto Giacometti,2141,"(Swiss, 1901–1966)",(Swiss),(1901),(1966),(male),1923,Pencil on paper,"14 1/2 x 11 3/8"" (36.8 x 28.9 cm)","Gift of Mr. and Mrs. Eugene V. Thaw in honor of Alfred H. Barr, Jr.",355.1975,Drawing,Drawings & Prints,1975-10-24,Y,36488,https://www.moma.org/collection/works/36488,https://www.moma.org/media/W1siZiIsIjEwMDU3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8bf42d42e16a45d8,,,,,36.8,,,28.9,,
Untitled,Charles Spurrier,8136,"(Swiss, born 1930)",(Swiss),(1930),(0),(male),1995,Pressure-sensitive tape with pigment and pencil on paper,"39 3/4 x 22"" (75.6 x 56 cm)",Gift of Sarah-Ann and Werner H. Kramarsky,401.1999,Drawing,Drawings & Prints,1999-10-21,Y,36674,https://www.moma.org/collection/works/36674,,,,,,101.0,,,55.9,,
Color Abstraction,Augusto Giacometti,2142,"(Swiss, 1877–1947)",(Swiss),(1877),(1947),(male),1903,Pastel on paper mounted on paper,"10 1/4 x 9 5/8"" (25.8 x 24.5  cm)",Gift of Ernst Beyeler,414.1960,Drawing,Drawings & Prints,1960-11-30,Y,36786,https://www.moma.org/collection/works/36786,https://www.moma.org/media/W1siZiIsIjI2NTMyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=99d1eb703cc0012f,,,,,14.9,,,14.0,,
Two Lives (Deux vies)[recto] and The Leper (Le Lépreux) [verso],Louis Soutter,5544,"(Swiss, 1871–1942)",(Swiss),(1871),(1942),(male),c. 1930–35,Recto: Ink on paper; Verso: Oil and ink on paper,"13 x 9 3/4"" (33 x 24.8 cm)",Gift of the artist,460.1937.a-b,Drawing,Drawings & Prints,1937-10-04,Y,37025,https://www.moma.org/collection/works/37025,https://www.moma.org/media/W1siZiIsIjMyNzk2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=efd1de5e6d465db1,,,,,33.0,,,24.8,,
Untitled,Alberto Giacometti,2141,"(Swiss, 1901–1966)",(Swiss),(1901),(1966),(male),(1965),Ballpoint pen on paper,"10 5/8 x 8 1/4"" (26.9 x 20.8 cm)",Gift of the artist,514.1965,Drawing,Drawings & Prints,1965-06-08,Y,37264,https://www.moma.org/collection/works/37264,https://www.moma.org/media/W1siZiIsIjQyMDg0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2f24a8c5d832a3b6,,,,,27.0,,,21.0,,
The Sun is Blackened (Le Soleil se noircit),Louis Soutter,5544,"(Swiss, 1871–1942)",(Swiss),(1871),(1942),(male),1939,Oil on paper,"20 1/8 x 26 3/4"" (51.1 x 67.9 cm)",Gift of the artist,561.1939,Drawing,Drawings & Prints,1939-12-08,Y,37342,https://www.moma.org/collection/works/37342,https://www.moma.org/media/W1siZiIsIjMyODEzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=40ffffc58934a3b9,,,,,51.1,,,67.9,,
The Ascension (L'Ascension),Louis Soutter,5544,"(Swiss, 1871–1942)",(Swiss),(1871),(1942),(male),1939,Oil on paper,"19 3/4 x 25 1/2"" (50.2 x 64.8 cm)",Gift of the artist,563.1939,Drawing,Drawings & Prints,1939-12-08,Y,37346,https://www.moma.org/collection/works/37346,https://www.moma.org/media/W1siZiIsIjMyODEzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=efe940dab41011c3,,,,,50.2,,,64.8,,
Head (Tête),Louis Soutter,5544,"(Swiss, 1871–1942)",(Swiss),(1871),(1942),(male),1939,Oil on paper,"25 5/8 x 19 3/4"" (65.1 x 50.2 cm)",Gift of the artist,565.1939,Drawing,Drawings & Prints,1939-12-08,Y,37348,https://www.moma.org/collection/works/37348,https://www.moma.org/media/W1siZiIsIjMyODEzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=afa6f46563f53de4,,,,,65.1,,,50.2,,
Resurrection (Résurrection),Louis Soutter,5544,"(Swiss, 1871–1942)",(Swiss),(1871),(1942),(male),1939,Oil on paper,"20 1/4 x 26 7/8"" (51.4 x 68.3 cm)",Gift of the artist,566.1939,Drawing,Drawings & Prints,1939-12-08,Y,37349,https://www.moma.org/collection/works/37349,https://www.moma.org/media/W1siZiIsIjMyODEzNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d9165b2b005df6f3,,,,,51.4,,,68.3,,
Igor Stravinsky,Alberto Giacometti,2141,"(Swiss, 1901–1966)",(Swiss),(1901),(1966),(male),1957,Pencil on paper,"19 3/4 x 12 5/8"" (50.0 x 31.8 cm)",Gift of Mr. and Mrs. Maxime L. Hermanos,593.1964,Drawing,Drawings & Prints,1964-06-30,Y,37478,https://www.moma.org/collection/works/37478,https://www.moma.org/media/W1siZiIsIjEwMDg2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bcc71d32a19f8d1f,,,,,,,,,,
Female Nude (Weiblicher Akt),Johannes Itten,2843,"(Swiss, 1888–1967)",(Swiss),(1888),(1967),(male),(c. 1917),Charcoal and pencil on paper,"17 3/4 x 12 5/8"" (45.1 x 32.1 cm)",Gift of Dr. Christopher Tietze,596.1964,Drawing,Drawings & Prints,1964-10-06,Y,37497,https://www.moma.org/collection/works/37497,https://www.moma.org/media/W1siZiIsIjE2ODcwOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c7901bbb6ccfbf74,,,,,41.9,,,31.1,,
Love of the Princess under the King of Nineveh ( Amour de princesse sous le roi de Ninive ),Louis Soutter,5544,"(Swiss, 1871–1942)",(Swiss),(1871),(1942),(male),c. 1930-35,Ink on paper,"13 7/8 x 10 3/8"" (35.3 x 26.1 cm)",Gift of James Thrall Soby,599.1970,Drawing,Drawings & Prints,1970-12-15,Y,37518,https://www.moma.org/collection/works/37518,https://www.moma.org/media/W1siZiIsIjMyODE0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b4d8b49ba9f1aadf,,,,,35.2,,,26.4,,
Esthètes juifs distants,Louis Soutter,5544,"(Swiss, 1871–1942)",(Swiss),(1871),(1942),(male),c. 1930 - 1936,Ink on paper,"10 x 13 3/8"" (25.4 x 33.9 cm)",Gift of James Thrall Soby,600.1970,Drawing,Drawings & Prints,1970-12-15,Y,37524,https://www.moma.org/collection/works/37524,https://www.moma.org/media/W1siZiIsIjMyODE0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=04d92f1cc08cf1c1,,,,,25.4,,,34.0,,
Annette,Alberto Giacometti,2141,"(Swiss, 1901–1966)",(Swiss),(1901),(1966),(male),1954,Pencil on paper,"16 5/8 x 11 3/4"" (42.0 x 29.8 cm)",The Sidney and Harriet Janis Collection,602.1967,Drawing,Drawings & Prints,1967-10-18,Y,37538,https://www.moma.org/collection/works/37538,https://www.moma.org/media/W1siZiIsIjQ3ODQ2NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=edb4d31c20bd3ac7,,,,,,,,,,
Untitled (Postcard),Johannes Itten,2843,"(Swiss, 1888–1967)",(Swiss),(1888),(1967),(male),1918,Pencil on postcard,"5 1/2 x 3 5/8"" (14.0 x 9.0 cm)",Gift of Dr. Christopher Tietze,612.1964,Drawing,Drawings & Prints,1964-10-06,Y,37586,https://www.moma.org/collection/works/37586,https://www.moma.org/media/W1siZiIsIjE3MjA2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=b0dbfb00e724c7c6,,,,,14.0,,,9.2,,
Servant's Clock,Louis Soutter,5544,"(Swiss, 1871–1942)",(Swiss),(1871),(1942),(male),1939,Oil on paper,"19 3/4 x 25 3/4"" (50.2 x 65.4 cm)",Gift of the artist,665.1939,Drawing,Drawings & Prints,1939-12-08,Y,37762,https://www.moma.org/collection/works/37762,https://www.moma.org/media/W1siZiIsIjMyODE0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2858ac5e6133e3b5,,,,,50.2,,,65.4,,
Portrait,Alberto Giacometti,2141,"(Swiss, 1901–1966)",(Swiss),(1901),(1966),(male),1951,Lithographic crayon and pencil on paper,"15 3/8 x 10 7/8"" (38.8 x 27.4 cm)",Gift of Mr. and Mrs. Eugene Victor Thaw,680.1965,Drawing,Drawings & Prints,1965-11-09,Y,37782,https://www.moma.org/collection/works/37782,https://www.moma.org/media/W1siZiIsIjEyMzIzOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d04347c07e9ab64f,,,,,39.1,,,27.6,,
Profile of  Valentine Godé-Darel,Ferdinand Hodler,2681,"(Swiss, 1853–1918)",(Swiss),(1853),(1918),(male),(1914),Ink on paper,"24 5/8 x 18 5/8"" (62.5 x 47.1 cm)",Gift in honor of Joy Feinberg,707.1980,Drawing,Drawings & Prints,1980-12-18,Y,37827,https://www.moma.org/collection/works/37827,https://www.moma.org/media/W1siZiIsIjEwMDg2OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d36d70dfbf840e7e,,,,,62.5,,,47.3,,
Construction,Gustave Buchet,842,"(Swiss, 1888–1963)",(Swiss),(1888),(1963),(male),(c. 1920),Watercolor and ink on paper,"25 1/8 x 19 1/8"" (63.3 x 48.6 cm)",The Riklis Collection of McCrory Corporation,859.1983,Drawing,Drawings & Prints,1985-09-10,Y,38185,https://www.moma.org/collection/works/38185,https://www.moma.org/media/W1siZiIsIjI4NjgyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e4dddf0cc355cf1e,,,,,63.3,,,48.6,,
Black-White-Silver No. 11,Florence Henri,2595,"(Swiss, born United States. 1893–1982)",(Swiss),(1893),(1982),(female),1921,"Cut-and-pasted metallic foil and paper, pencil and gouache on gray paper","12 1/4 x 17 1/4"" (31.7 x 43.4 cm)",The Riklis Collection of McCrory Corporation,892.1983,Drawing,Drawings & Prints,1985-09-10,Y,38222,https://www.moma.org/collection/works/38222,https://www.moma.org/media/W1siZiIsIjI1MTQ3NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6b46b3b295b8840a,,,,,31.7,,,43.4,,
Construction bleu-rouge-noir,Florence Henri,2595,"(Swiss, born United States. 1893–1982)",(Swiss),(1893),(1982),(female),1923,"Gouache on cut-and-pasted paper, ink, and pencil on paper","10 1/8 x 11 1/2"" (25.7 x 29.2 cm)",The Riklis Collection of McCrory Corporation,893.1983,Drawing,Drawings & Prints,1985-09-10,Y,38223,https://www.moma.org/collection/works/38223,https://www.moma.org/media/W1siZiIsIjI1MTQ3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1364476f2561c39f,,,,,25.7,,,29.2,,
Échelonnement désaxé,Sophie Taeuber-Arp,5777,"(French, born Switzerland. 1889–1943)",(Swiss),(1889),(1943),(female),1934,Gouache and pencil on paper,"13 7/8 x 10 5/8"" (35.2 x 27 cm)",The Riklis Collection of McCrory Corporation,967.1983,Drawing,Drawings & Prints,1985-09-10,Y,38360,https://www.moma.org/collection/works/38360,,,,,,35.2426,,,26.9876,,
"Colored Moss, IV",Augusto Giacometti,2142,"(Swiss, 1877–1947)",(Swiss),(1877),(1947),(male),1919,Gouache on paper mounted on paper,"8 5/8 x 8 3/8"" (21.8 x 21.3 cm)",Gift of William S. Rubin,1295.1968,Drawing,Drawings & Prints,1968-10-08,Y,38558,https://www.moma.org/collection/works/38558,https://www.moma.org/media/W1siZiIsIjI5MjcxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ad9837b1f56f74a0,,,,,,,,,,
Color Abstraction II,Augusto Giacometti,2142,"(Swiss, 1877–1947)",(Swiss),(1877),(1947),(male),1919,Gouache on paper mounted on paper,"8 3/8 x 8 1/2"" (21.2 x 21.4 cm)",Gift of Kasmin Limited,1296.1968,Drawing,Drawings & Prints,1968-10-08,Y,38559,https://www.moma.org/collection/works/38559,https://www.moma.org/media/W1siZiIsIjI5NjkzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5ec139695c87eb0b,,,,,,,,,,
The Studio (Two Pieces of Sculpture),Alberto Giacometti,2141,"(Swiss, 1901–1966)",(Swiss),(1901),(1966),(male),1948,Pencil on paper,"25 x 18"" (63.5 x 45.7 cm)",Gift in memory of Audrey Stern Hess,1363.1974,Drawing,Drawings & Prints,1975-01-24,Y,38593,https://www.moma.org/collection/works/38593,https://www.moma.org/media/W1siZiIsIjEyMzI0MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=5681030177c791b0,,,,,63.5,,,45.7,,
Portrait of a Man,Alberto Giacometti,2141,"(Swiss, 1901–1966)",(Swiss),(1901),(1966),(male),1948,Pencil on paper,"19 1/2 x 12 1/2"" (49.5 x 31.6 cm",Gift in memory of Audrey Stern Hess,1364.1974,Drawing,Drawings & Prints,1975-01-24,Y,38594,https://www.moma.org/collection/works/38594,https://www.moma.org/media/W1siZiIsIjEyMzI0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=05606c86ad0f4adb,,,,,49.5,,,31.8,,
The City Square,Alberto Giacometti,2141,"(Swiss, 1901–1966)",(Swiss),(1901),(1966),(male),1949,Ink and colored ink on paper,"12 3/8 x 20 1/8"" (31.4 x 51.1 cm)",Gift of Alexander Liberman in honor of René d'Harnoncourt,1365.1974,Drawing,Drawings & Prints,1975-01-24,Y,38595,https://www.moma.org/collection/works/38595,https://www.moma.org/media/W1siZiIsIjEyMzI0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d5edcec906385a68,,,,,31.4,,,51.1,,
Portrait of Renée Sintenis,Helmar Lerski,3493,"(Swiss, born Germany. 1871–1956)",(Swiss),(1871),(1956),(male),c. 1931,Gelatin silver print,"7 1/2 × 6 11/16"" (19.0 × 17.4 cm)",Gift of Ludwig Glaeser,11.1970,Photograph,Photography,1970-01-07,Y,43956,https://www.moma.org/collection/works/43956,https://www.moma.org/media/W1siZiIsIjIxMzMxNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=27d687249e576551,,,,,19.0,,,17.4,,
"Palais de l'Air, Paris World's Fair",Florence Henri,2595,"(Swiss, born United States. 1893–1982)",(Swiss),(1893),(1982),(female),1937,Gelatin silver print,"2 1/4 × 2 3/16"" (5.8 × 5.6 cm)",Gift of Paul F. Walter,20.1992,Photograph,Photography,1992-01-09,Y,44063,https://www.moma.org/collection/works/44063,https://www.moma.org/media/W1siZiIsIjIwMDcwNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=432c5d01624f17c8,,,,,5.8,,,5.6,,
(Sea shells and shadows),Werner Bischof,566,"(Swiss, 1916–1954)",(Swiss),(1916),(1954),(male),1941,Gelatin silver print,"9 1/2 × 7 3/16"" (24.1 × 18.2 cm)",Gift of the artist,43.1964,Photograph,Photography,1964-01-07,N,44617,,,,,,,24.1,,,18.2,,
Nude Dressing,René Groebli,2354,"(Swiss, born 1927)",(Swiss),(1927),(0),(male),c. 1953,Gelatin silver print,"11 1/2 × 7 1/2"" (29.9 × 19.0 cm)",Gift of the artist,65.1973,Photograph,Photography,1973-02-13,N,45385,,,,,,,29.9,,,19.0,,
FAMINE IN INDIA,Werner Bischof,566,"(Swiss, 1916–1954)",(Swiss),(1916),(1954),(male),1952,Gelatin silver print,"13 × 9 3/4"" (32.9 × 24.9 cm)","Gift of Mrs. Werner Bischof and Magnum Photos, Inc.",96.1959,Photograph,Photography,1959-04-22,N,46199,,,,,,,32.9,,,24.9,,
COMTE ET COMTESSE DE CHAMBORD,Grosset & Trembley,2369,(Swiss),(Swiss),(0),(0),(),1860-70,Albumen silver print (carte-de-visite),"3 1/2 × 2 1/4"" (9 × 5.7 cm)","Acquired through the 
generosity of Shirley C. Burden",178.1982.17,Photograph,Photography,1982-05-13,N,47540,,,,,,,9.0,,,5.7,,
Charles Loyson (1827-1912) with wife and son,Frédéric Boissonnas,643,"(Swiss, 1858–1946)",(Swiss),(1858),(1946),(male),1874-80,Albumen silver print,"3 1/2 × 2 1/4"" (9 × 5.7 cm)","Acquired through the 
generosity of Shirley C. Burden",178.1982.53,Photograph,Photography,1982-05-13,N,47579,,,,,,,9.0,,,5.7,,
Untitled,Nicolas Faure,1810,"(Swiss, born 1949)",(Swiss),(1949),(0),(male),February 1981,Chromogenic print,"12 × 8 1/8"" (30.6 × 20.6 cm)",Purchase,190.1981.x1-x2,Photograph,Photography,1981-05-14,Y,48087,https://www.moma.org/collection/works/48087,https://www.moma.org/media/W1siZiIsIjIxNjYyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6e73a15eba002f76,,,,,30.6,,,20.6,,
Untitled,Nicolas Faure,1810,"(Swiss, born 1949)",(Swiss),(1949),(0),(male),May 1980,Chromogenic print,"8 1/8 × 12"" (20.6 × 30.6 cm)",Purchase,191.1981,Photograph,Photography,1981-05-14,Y,48108,https://www.moma.org/collection/works/48108,https://www.moma.org/media/W1siZiIsIjIxNjYyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=51420f593d20ca33,,,,,20.6,,,30.6,,
Untitled,Nicolas Faure,1810,"(Swiss, born 1949)",(Swiss),(1949),(0),(male),August 1980,Chromogenic print,"8 1/8 × 12"" (20.6 × 30.6 cm)",Purchase,192.1981,Photograph,Photography,1981-05-14,Y,48129,https://www.moma.org/collection/works/48129,https://www.moma.org/media/W1siZiIsIjIxNjYyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=04b5d6ac890edd50,,,,,20.6,,,30.6,,
Untitled,Nicolas Faure,1810,"(Swiss, born 1949)",(Swiss),(1949),(0),(male),September 1980,Chromogenic print,"12 × 8 1/8"" (30.6 × 20.6 cm)",Purchase,193.1981,Photograph,Photography,1981-05-14,Y,48163,https://www.moma.org/collection/works/48163,https://www.moma.org/media/W1siZiIsIjIxNjYzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a4e7cd09bd0a0529,,,,,30.6,,,20.6,,
"Windmill Composition, No. 76",Florence Henri,2595,"(Swiss, born United States. 1893–1982)",(Swiss),(1893),(1982),(female),c. 1929,Gelatin silver print,"10 1/16 × 14 3/16"" (25.6 × 36.1 cm)",John Parkinson III Fund,219.1973,Photograph,Photography,1973-05-10,Y,48860,https://www.moma.org/collection/works/48860,https://www.moma.org/media/W1siZiIsIjIxODM3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e171e0aa4714a778,,,,,25.6,,,36.1,,
Composition No. 76,Florence Henri,2595,"(Swiss, born United States. 1893–1982)",(Swiss),(1893),(1982),(female),1928,Gelatin silver print,"10 1/2 × 14 5/8"" (26.7 × 37.1 cm)",John Parkinson III Fund,221.1973,Photograph,Photography,1973-05-10,Y,48897,https://www.moma.org/collection/works/48897,https://www.moma.org/media/W1siZiIsIjE4MjEwMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ebcac9b6925aca42,,,,,26.7,,,37.1,,
HONG KONG,Werner Bischof,566,"(Swiss, 1916–1954)",(Swiss),(1916),(1954),(male),1953,Gelatin silver print,"9 3/4 × 13 7/8"" (24.8 × 35.2 cm)",Gift of Mrs. René Burri,307.1964,Photograph,Photography,1964-04-14,N,50341,,,,,,,24.8,,,35.2,,
"Student Dance, Heidelberg",René Burri,885,"(Swiss, 1933–2014)",(Swiss),(1933),(2014),(male),1960,Gelatin silver print,"6 3/4 × 10"" (17.1 × 25.4 cm)",Gift of the artist,308.1964,Photograph,Photography,1964-04-14,N,50361,,,,,,,17.1,,,25.4,,
Maneuvers of the Bundeswehr,René Burri,885,"(Swiss, 1933–2014)",(Swiss),(1933),(2014),(male),1959,Gelatin silver print,"10 × 6 3/4"" (25.4 × 17.2 cm)",Gift of the artist,309.1964,Photograph,Photography,1964-04-14,N,50432,,,,,,,25.4,,,17.2,,
"Band of the Bundeswehr,",René Burri,885,"(Swiss, 1933–2014)",(Swiss),(1933),(2014),(male),1959,Gelatin silver print,"6 3/4 × 10"" (17.1 × 25.4 cm)",Gift of the artist,310.1964,Photograph,Photography,1964-04-14,N,50469,,,,,,,17.145,,,25.4001,,
"A River of King Penguins Sitting on Their Eggs on Île de la Possession, Crozet Island Group, Sub Antarctica",Bruno Zehnder,6553,"(Swiss, 1945–1997)",(Swiss),(1945),(1997),(male),1980s,Silver dye bleach print,"13 7/16 × 20 1/8"" (34.2 × 51.2 cm)",Purchase,316.1988,Photograph,Photography,1988-10-13,Y,50601,https://www.moma.org/collection/works/50601,https://www.moma.org/media/W1siZiIsIjQyNTMxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=83af0bb169f25fdd,,,,,34.2,,,51.2,,
"Emperor Penguin Adult with Chicks, Cape Washington, Antarctica",Bruno Zehnder,6553,"(Swiss, 1945–1997)",(Swiss),(1945),(1997),(male),1986,Silver dye bleach print,"13 7/8 × 20 7/16"" (35.2 × 51.9 cm)",Purchase,317.1988,Photograph,Photography,1988-10-13,Y,50624,https://www.moma.org/collection/works/50624,https://www.moma.org/media/W1siZiIsIjIwNjMxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4217ae6860734656,,,,,35.2,,,51.9,,
Untitled,Gotthard Schuh,5272,"(Swiss, 1897–1969)",(Swiss),(1897),(1969),(male),1936,Gelatin silver print,"5 1/16 × 11 5/16"" (12.9 × 29.0 cm)",Gift of the artist,332.1959,Photograph,Photography,1959-04-22,Y,50996,https://www.moma.org/collection/works/50996,https://www.moma.org/media/W1siZiIsIjIxMzUwNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8009e5bc70611566,,,,,12.9,,,29.0,,
"Boy Playing Marbles, Java",Gotthard Schuh,5272,"(Swiss, 1897–1969)",(Swiss),(1897),(1969),(male),1938,Gelatin silver print,"8 1/8 × 11 3/8"" (20.6 × 28.9 cm)",Gift of the artist,333.1959,Photograph,Photography,1959-04-22,Y,51021,https://www.moma.org/collection/works/51021,https://www.moma.org/media/W1siZiIsIjIxMzUwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f4fddb1fa59dd9d3,,,,,20.6,,,28.9,,
In the Morning,Jakob Tuggener,5966,"(Swiss, 1904–1988)",(Swiss),(1904),(1988),(male),1936,Gelatin silver print,"15 7/8 × 11 1/2"" (40.3 × 29.2 cm)",Gift of the artist,368.1959,Photograph,Photography,1959-04-22,N,51901,,,,,,,40.3,,,29.2,,
"Rohtas Fort, Pakistan",René Burri,885,"(Swiss, 1933–2014)",(Swiss),(1933),(2014),(male),1963,Gelatin silver print,"8 × 12 1/16"" (20.4 × 30.7 cm)",Bequest of Grace M. Mayer,371.1997,Photograph,Photography,1997-10-09,N,51980,,,,,,,20.4,,,30.7,,
